"intid","year","studyid","interaction","taxatype","whatmeasured","measurement","variable","value"
177,2000,"HMK027","predation","genus","slope",-0.182992499,"spp2","Parus1 major"
177,2002,"HMK027","predation","genus","slope",-0.182992499,"spp2","Parus1 major"
177,2003,"HMK027","predation","genus","slope",-0.182992499,"spp2","Parus1 major"
177,2004,"HMK027","predation","genus","slope",-0.182992499,"spp2","Parus1 major"
178,1962,"HMK027","predation","genus","slope",-0.182992499,"spp2","Ficedula1 albicollis"
178,1965,"HMK027","predation","genus","slope",-0.182992499,"spp2","Ficedula1 albicollis"
178,1966,"HMK027","predation","genus","slope",-0.182992499,"spp2","Ficedula1 albicollis"
178,1968,"HMK027","predation","genus","slope",-0.182992499,"spp2","Ficedula1 albicollis"
178,1969,"HMK027","predation","genus","slope",-0.182992499,"spp2","Ficedula1 albicollis"
178,1970,"HMK027","predation","genus","slope",-0.182992499,"spp2","Ficedula1 albicollis"
178,1971,"HMK027","predation","genus","slope",-0.182992499,"spp2","Ficedula1 albicollis"
178,1972,"HMK027","predation","genus","slope",-0.182992499,"spp2","Ficedula1 albicollis"
178,1973,"HMK027","predation","genus","slope",-0.182992499,"spp2","Ficedula1 albicollis"
178,1974,"HMK027","predation","genus","slope",-0.182992499,"spp2","Ficedula1 albicollis"
178,1975,"HMK027","predation","genus","slope",-0.182992499,"spp2","Ficedula1 albicollis"
178,1976,"HMK027","predation","genus","slope",-0.182992499,"spp2","Ficedula1 albicollis"
178,1977,"HMK027","predation","genus","slope",-0.182992499,"spp2","Ficedula1 albicollis"
178,1978,"HMK027","predation","genus","slope",-0.182992499,"spp2","Ficedula1 albicollis"
178,1980,"HMK027","predation","genus","slope",-0.182992499,"spp2","Ficedula1 albicollis"
178,1981,"HMK027","predation","genus","slope",-0.182992499,"spp2","Ficedula1 albicollis"
178,1982,"HMK027","predation","genus","slope",-0.182992499,"spp2","Ficedula1 albicollis"
178,1983,"HMK027","predation","genus","slope",-0.182992499,"spp2","Ficedula1 albicollis"
178,1984,"HMK027","predation","genus","slope",-0.182992499,"spp2","Ficedula1 albicollis"
178,1986,"HMK027","predation","genus","slope",-0.182992499,"spp2","Ficedula1 albicollis"
178,1988,"HMK027","predation","genus","slope",-0.182992499,"spp2","Ficedula1 albicollis"
178,1989,"HMK027","predation","genus","slope",-0.182992499,"spp2","Ficedula1 albicollis"
178,1990,"HMK027","predation","genus","slope",-0.182992499,"spp2","Ficedula1 albicollis"
178,1991,"HMK027","predation","genus","slope",-0.182992499,"spp2","Ficedula1 albicollis"
178,1994,"HMK027","predation","genus","slope",-0.182992499,"spp2","Ficedula1 albicollis"
178,1995,"HMK027","predation","genus","slope",-0.182992499,"spp2","Ficedula1 albicollis"
178,1997,"HMK027","predation","genus","slope",-0.182992499,"spp2","Ficedula1 albicollis"
178,1998,"HMK027","predation","genus","slope",-0.182992499,"spp2","Ficedula1 albicollis"
178,2000,"HMK027","predation","genus","slope",-0.182992499,"spp2","Ficedula1 albicollis"
178,2001,"HMK027","predation","genus","slope",-0.182992499,"spp2","Ficedula1 albicollis"
178,2002,"HMK027","predation","genus","slope",-0.182992499,"spp2","Ficedula1 albicollis"
178,2003,"HMK027","predation","genus","slope",-0.182992499,"spp2","Ficedula1 albicollis"
178,2004,"HMK027","predation","genus","slope",-0.182992499,"spp2","Ficedula1 albicollis"
178,2006,"HMK027","predation","genus","slope",-0.182992499,"spp2","Ficedula1 albicollis"
179,1961,"HMK027","herbivory","genus","slope",-0.124616807,"spp2","Caterpillar spp."
179,1962,"HMK027","herbivory","genus","slope",-0.124616807,"spp2","Caterpillar spp."
179,1964,"HMK027","herbivory","genus","slope",-0.124616807,"spp2","Caterpillar spp."
179,1965,"HMK027","herbivory","genus","slope",-0.124616807,"spp2","Caterpillar spp."
179,1968,"HMK027","herbivory","genus","slope",-0.124616807,"spp2","Caterpillar spp."
179,1970,"HMK027","herbivory","genus","slope",-0.124616807,"spp2","Caterpillar spp."
179,1971,"HMK027","herbivory","genus","slope",-0.124616807,"spp2","Caterpillar spp."
179,1972,"HMK027","herbivory","genus","slope",-0.124616807,"spp2","Caterpillar spp."
179,1973,"HMK027","herbivory","genus","slope",-0.124616807,"spp2","Caterpillar spp."
179,1974,"HMK027","herbivory","genus","slope",-0.124616807,"spp2","Caterpillar spp."
179,1975,"HMK027","herbivory","genus","slope",-0.124616807,"spp2","Caterpillar spp."
179,1976,"HMK027","herbivory","genus","slope",-0.124616807,"spp2","Caterpillar spp."
179,1977,"HMK027","herbivory","genus","slope",-0.124616807,"spp2","Caterpillar spp."
179,1978,"HMK027","herbivory","genus","slope",-0.124616807,"spp2","Caterpillar spp."
179,1979,"HMK027","herbivory","genus","slope",-0.124616807,"spp2","Caterpillar spp."
179,1980,"HMK027","herbivory","genus","slope",-0.124616807,"spp2","Caterpillar spp."
179,1981,"HMK027","herbivory","genus","slope",-0.124616807,"spp2","Caterpillar spp."
179,1982,"HMK027","herbivory","genus","slope",-0.124616807,"spp2","Caterpillar spp."
179,1983,"HMK027","herbivory","genus","slope",-0.124616807,"spp2","Caterpillar spp."
179,1984,"HMK027","herbivory","genus","slope",-0.124616807,"spp2","Caterpillar spp."
179,1986,"HMK027","herbivory","genus","slope",-0.124616807,"spp2","Caterpillar spp."
179,1988,"HMK027","herbivory","genus","slope",-0.124616807,"spp2","Caterpillar spp."
179,1989,"HMK027","herbivory","genus","slope",-0.124616807,"spp2","Caterpillar spp."
179,1991,"HMK027","herbivory","genus","slope",-0.124616807,"spp2","Caterpillar spp."
179,1993,"HMK027","herbivory","genus","slope",-0.124616807,"spp2","Caterpillar spp."
179,1994,"HMK027","herbivory","genus","slope",-0.124616807,"spp2","Caterpillar spp."
179,1995,"HMK027","herbivory","genus","slope",-0.124616807,"spp2","Caterpillar spp."
179,1997,"HMK027","herbivory","genus","slope",-0.124616807,"spp2","Caterpillar spp."
179,1998,"HMK027","herbivory","genus","slope",-0.124616807,"spp2","Caterpillar spp."
179,2000,"HMK027","herbivory","genus","slope",-0.124616807,"spp2","Caterpillar spp."
179,2002,"HMK027","herbivory","genus","slope",-0.124616807,"spp2","Caterpillar spp."
179,2004,"HMK027","herbivory","genus","slope",-0.124616807,"spp2","Caterpillar spp."
179,2006,"HMK027","herbivory","genus","slope",-0.124616807,"spp2","Caterpillar spp."
179,2007,"HMK027","herbivory","genus","slope",-0.124616807,"spp2","Caterpillar spp."
180,1961,"HMK028","predation","spp","slope",-0.356399997,"spp2","Parus2 major"
180,1962,"HMK028","predation","spp","slope",-0.356399997,"spp2","Parus2 major"
180,1963,"HMK028","predation","spp","slope",-0.356399997,"spp2","Parus2 major"
180,1964,"HMK028","predation","spp","slope",-0.356399997,"spp2","Parus2 major"
180,1965,"HMK028","predation","spp","slope",-0.356399997,"spp2","Parus2 major"
180,1966,"HMK028","predation","spp","slope",-0.356399997,"spp2","Parus2 major"
180,1967,"HMK028","predation","spp","slope",-0.356399997,"spp2","Parus2 major"
180,1968,"HMK028","predation","spp","slope",-0.356399997,"spp2","Parus2 major"
180,1969,"HMK028","predation","spp","slope",-0.356399997,"spp2","Parus2 major"
180,1970,"HMK028","predation","spp","slope",-0.356399997,"spp2","Parus2 major"
180,1971,"HMK028","predation","spp","slope",-0.356399997,"spp2","Parus2 major"
180,1975,"HMK028","predation","spp","slope",-0.356399997,"spp2","Parus2 major"
180,1983,"HMK028","predation","spp","slope",-0.356399997,"spp2","Parus2 major"
180,1984,"HMK028","predation","spp","slope",-0.356399997,"spp2","Parus2 major"
180,1985,"HMK028","predation","spp","slope",-0.356399997,"spp2","Parus2 major"
180,1986,"HMK028","predation","spp","slope",-0.356399997,"spp2","Parus2 major"
180,1987,"HMK028","predation","spp","slope",-0.356399997,"spp2","Parus2 major"
180,1988,"HMK028","predation","spp","slope",-0.356399997,"spp2","Parus2 major"
180,1993,"HMK028","predation","spp","slope",-0.356399997,"spp2","Parus2 major"
180,1994,"HMK028","predation","spp","slope",-0.356399997,"spp2","Parus2 major"
180,1995,"HMK028","predation","spp","slope",-0.356399997,"spp2","Parus2 major"
180,1996,"HMK028","predation","spp","slope",-0.356399997,"spp2","Parus2 major"
180,1997,"HMK028","predation","spp","slope",-0.356399997,"spp2","Parus2 major"
180,1998,"HMK028","predation","spp","slope",-0.356399997,"spp2","Parus2 major"
180,1999,"HMK028","predation","spp","slope",-0.356399997,"spp2","Parus2 major"
180,2000,"HMK028","predation","spp","slope",-0.356399997,"spp2","Parus2 major"
180,2001,"HMK028","predation","spp","slope",-0.356399997,"spp2","Parus2 major"
180,2002,"HMK028","predation","spp","slope",-0.356399997,"spp2","Parus2 major"
180,2003,"HMK028","predation","spp","slope",-0.356399997,"spp2","Parus2 major"
180,2004,"HMK028","predation","spp","slope",-0.356399997,"spp2","Parus2 major"
180,2005,"HMK028","predation","spp","slope",-0.356399997,"spp2","Parus2 major"
180,2006,"HMK028","predation","spp","slope",-0.356399997,"spp2","Parus2 major"
181,1977,"HMK029","herbivory","genus","slope",-0.812490258,"spp2","Daphnia pulicaria"
181,1978,"HMK029","herbivory","genus","slope",-0.812490258,"spp2","Daphnia pulicaria"
181,1979,"HMK029","herbivory","genus","slope",-0.812490258,"spp2","Daphnia pulicaria"
181,1980,"HMK029","herbivory","genus","slope",-0.812490258,"spp2","Daphnia pulicaria"
181,1981,"HMK029","herbivory","genus","slope",-0.812490258,"spp2","Daphnia pulicaria"
181,1982,"HMK029","herbivory","genus","slope",-0.812490258,"spp2","Daphnia pulicaria"
181,1983,"HMK029","herbivory","genus","slope",-0.812490258,"spp2","Daphnia pulicaria"
181,1984,"HMK029","herbivory","genus","slope",-0.812490258,"spp2","Daphnia pulicaria"
181,1985,"HMK029","herbivory","genus","slope",-0.812490258,"spp2","Daphnia pulicaria"
181,1986,"HMK029","herbivory","genus","slope",-0.812490258,"spp2","Daphnia pulicaria"
181,1987,"HMK029","herbivory","genus","slope",-0.812490258,"spp2","Daphnia pulicaria"
181,1988,"HMK029","herbivory","genus","slope",-0.812490258,"spp2","Daphnia pulicaria"
181,1989,"HMK029","herbivory","genus","slope",-0.812490258,"spp2","Daphnia pulicaria"
181,1990,"HMK029","herbivory","genus","slope",-0.812490258,"spp2","Daphnia pulicaria"
181,1991,"HMK029","herbivory","genus","slope",-0.812490258,"spp2","Daphnia pulicaria"
181,1992,"HMK029","herbivory","genus","slope",-0.812490258,"spp2","Daphnia pulicaria"
181,1993,"HMK029","herbivory","genus","slope",-0.812490258,"spp2","Daphnia pulicaria"
181,1994,"HMK029","herbivory","genus","slope",-0.812490258,"spp2","Daphnia pulicaria"
181,1995,"HMK029","herbivory","genus","slope",-0.812490258,"spp2","Daphnia pulicaria"
181,1996,"HMK029","herbivory","genus","slope",-0.812490258,"spp2","Daphnia pulicaria"
181,1998,"HMK029","herbivory","genus","slope",-0.812490258,"spp2","Daphnia pulicaria"
181,1999,"HMK029","herbivory","genus","slope",-0.812490258,"spp2","Daphnia pulicaria"
181,2000,"HMK029","herbivory","genus","slope",-0.812490258,"spp2","Daphnia pulicaria"
181,2001,"HMK029","herbivory","genus","slope",-0.812490258,"spp2","Daphnia pulicaria"
181,2002,"HMK029","herbivory","genus","slope",-0.812490258,"spp2","Daphnia pulicaria"
183,2002,"HMK030","herbivory","genus","slope",-1.607533333,"spp2","Rangifer2 tarandus"
183,2003,"HMK030","herbivory","genus","slope",-1.607533333,"spp2","Rangifer2 tarandus"
183,2004,"HMK030","herbivory","genus","slope",-1.607533333,"spp2","Rangifer2 tarandus"
183,2005,"HMK030","herbivory","genus","slope",-1.607533333,"spp2","Rangifer2 tarandus"
183,2006,"HMK030","herbivory","genus","slope",-1.607533333,"spp2","Rangifer2 tarandus"
183,2007,"HMK030","herbivory","genus","slope",-1.607533333,"spp2","Rangifer2 tarandus"
183,2008,"HMK030","herbivory","genus","slope",-1.607533333,"spp2","Rangifer2 tarandus"
183,2009,"HMK030","herbivory","genus","slope",-1.607533333,"spp2","Rangifer2 tarandus"
183,2010,"HMK030","herbivory","genus","slope",-1.607533333,"spp2","Rangifer2 tarandus"
183,2011,"HMK030","herbivory","genus","slope",-1.607533333,"spp2","Rangifer2 tarandus"
184,1980,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Acanthocyclops robustus"
184,1981,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Acanthocyclops robustus"
184,1983,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Acanthocyclops robustus"
184,1984,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Acanthocyclops robustus"
184,1985,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Acanthocyclops robustus"
184,1986,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Acanthocyclops robustus"
184,1987,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Acanthocyclops robustus"
184,1989,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Acanthocyclops robustus"
184,1991,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Acanthocyclops robustus"
184,1992,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Acanthocyclops robustus"
184,1993,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Acanthocyclops robustus"
184,1994,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Acanthocyclops robustus"
184,1995,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Acanthocyclops robustus"
184,1996,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Acanthocyclops robustus"
184,1997,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Acanthocyclops robustus"
184,1998,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Acanthocyclops robustus"
184,2000,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Acanthocyclops robustus"
184,2001,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Acanthocyclops robustus"
184,2002,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Acanthocyclops robustus"
184,2003,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Acanthocyclops robustus"
185,1979,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Daphnia1 spp."
185,1980,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Daphnia1 spp."
185,1981,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Daphnia1 spp."
185,1982,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Daphnia1 spp."
185,1983,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Daphnia1 spp."
185,1984,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Daphnia1 spp."
185,1985,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Daphnia1 spp."
185,1986,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Daphnia1 spp."
185,1987,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Daphnia1 spp."
185,1988,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Daphnia1 spp."
185,1989,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Daphnia1 spp."
185,1990,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Daphnia1 spp."
185,1991,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Daphnia1 spp."
185,1992,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Daphnia1 spp."
185,1993,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Daphnia1 spp."
185,1994,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Daphnia1 spp."
185,1995,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Daphnia1 spp."
185,1996,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Daphnia1 spp."
185,1997,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Daphnia1 spp."
185,1998,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Daphnia1 spp."
185,1999,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Daphnia1 spp."
185,2000,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Daphnia1 spp."
185,2001,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Daphnia1 spp."
185,2002,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Daphnia1 spp."
185,2003,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Daphnia1 spp."
186,1979,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Dreissena polymorpha"
186,1980,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Dreissena polymorpha"
186,1981,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Dreissena polymorpha"
186,1982,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Dreissena polymorpha"
186,1983,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Dreissena polymorpha"
186,1984,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Dreissena polymorpha"
186,1985,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Dreissena polymorpha"
186,1986,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Dreissena polymorpha"
186,1987,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Dreissena polymorpha"
186,1988,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Dreissena polymorpha"
186,1989,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Dreissena polymorpha"
186,1990,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Dreissena polymorpha"
186,1991,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Dreissena polymorpha"
186,1992,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Dreissena polymorpha"
186,1993,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Dreissena polymorpha"
186,1994,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Dreissena polymorpha"
186,1995,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Dreissena polymorpha"
186,1996,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Dreissena polymorpha"
186,1997,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Dreissena polymorpha"
186,1998,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Dreissena polymorpha"
186,1999,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Dreissena polymorpha"
186,2000,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Dreissena polymorpha"
186,2001,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Dreissena polymorpha"
186,2002,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Dreissena polymorpha"
186,2003,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Dreissena polymorpha"
187,1980,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Mesocyclops leukarti"
187,1981,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Mesocyclops leukarti"
187,1982,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Mesocyclops leukarti"
187,1983,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Mesocyclops leukarti"
187,1985,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Mesocyclops leukarti"
187,1986,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Mesocyclops leukarti"
187,1987,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Mesocyclops leukarti"
187,1988,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Mesocyclops leukarti"
187,1989,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Mesocyclops leukarti"
187,1991,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Mesocyclops leukarti"
187,1992,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Mesocyclops leukarti"
187,1993,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Mesocyclops leukarti"
187,1994,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Mesocyclops leukarti"
187,1995,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Mesocyclops leukarti"
187,1997,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Mesocyclops leukarti"
187,1998,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Mesocyclops leukarti"
187,1999,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Mesocyclops leukarti"
187,2000,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Mesocyclops leukarti"
187,2001,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Mesocyclops leukarti"
187,2002,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Mesocyclops leukarti"
187,2003,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Mesocyclops leukarti"
188,1985,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Thermocyclops oithonoides"
188,1986,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Thermocyclops oithonoides"
188,1987,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Thermocyclops oithonoides"
188,1989,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Thermocyclops oithonoides"
188,1990,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Thermocyclops oithonoides"
188,1991,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Thermocyclops oithonoides"
188,1993,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Thermocyclops oithonoides"
188,1994,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Thermocyclops oithonoides"
188,1995,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Thermocyclops oithonoides"
188,1996,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Thermocyclops oithonoides"
188,1997,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Thermocyclops oithonoides"
188,1998,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Thermocyclops oithonoides"
188,2000,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Thermocyclops oithonoides"
188,2001,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Thermocyclops oithonoides"
188,2002,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Thermocyclops oithonoides"
188,2003,"HMK031","herbivory","genus","slope",-0.8810697,"spp2","Thermocyclops oithonoides"
189,1956,"HMK032","herbivory","genus","slope",-0.401231081,"spp2","Daphnia hyalina-galeata"
189,1958,"HMK032","herbivory","genus","slope",-0.401231081,"spp2","Daphnia hyalina-galeata"
189,1959,"HMK032","herbivory","genus","slope",-0.401231081,"spp2","Daphnia hyalina-galeata"
189,1961,"HMK032","herbivory","genus","slope",-0.401231081,"spp2","Daphnia hyalina-galeata"
189,1962,"HMK032","herbivory","genus","slope",-0.401231081,"spp2","Daphnia hyalina-galeata"
189,1964,"HMK032","herbivory","genus","slope",-0.401231081,"spp2","Daphnia hyalina-galeata"
189,1965,"HMK032","herbivory","genus","slope",-0.401231081,"spp2","Daphnia hyalina-galeata"
189,1966,"HMK032","herbivory","genus","slope",-0.401231081,"spp2","Daphnia hyalina-galeata"
189,1967,"HMK032","herbivory","genus","slope",-0.401231081,"spp2","Daphnia hyalina-galeata"
189,1969,"HMK032","herbivory","genus","slope",-0.401231081,"spp2","Daphnia hyalina-galeata"
189,1970,"HMK032","herbivory","genus","slope",-0.401231081,"spp2","Daphnia hyalina-galeata"
189,1971,"HMK032","herbivory","genus","slope",-0.401231081,"spp2","Daphnia hyalina-galeata"
189,1973,"HMK032","herbivory","genus","slope",-0.401231081,"spp2","Daphnia hyalina-galeata"
189,1974,"HMK032","herbivory","genus","slope",-0.401231081,"spp2","Daphnia hyalina-galeata"
189,1975,"HMK032","herbivory","genus","slope",-0.401231081,"spp2","Daphnia hyalina-galeata"
189,1977,"HMK032","herbivory","genus","slope",-0.401231081,"spp2","Daphnia hyalina-galeata"
189,1978,"HMK032","herbivory","genus","slope",-0.401231081,"spp2","Daphnia hyalina-galeata"
189,1980,"HMK032","herbivory","genus","slope",-0.401231081,"spp2","Daphnia hyalina-galeata"
189,1982,"HMK032","herbivory","genus","slope",-0.401231081,"spp2","Daphnia hyalina-galeata"
189,1984,"HMK032","herbivory","genus","slope",-0.401231081,"spp2","Daphnia hyalina-galeata"
189,1985,"HMK032","herbivory","genus","slope",-0.401231081,"spp2","Daphnia hyalina-galeata"
189,1986,"HMK032","herbivory","genus","slope",-0.401231081,"spp2","Daphnia hyalina-galeata"
189,1987,"HMK032","herbivory","genus","slope",-0.401231081,"spp2","Daphnia hyalina-galeata"
189,1988,"HMK032","herbivory","genus","slope",-0.401231081,"spp2","Daphnia hyalina-galeata"
189,1989,"HMK032","herbivory","genus","slope",-0.401231081,"spp2","Daphnia hyalina-galeata"
189,1990,"HMK032","herbivory","genus","slope",-0.401231081,"spp2","Daphnia hyalina-galeata"
190,1992,"HMK033","pollination","genus","slope",-0.142683459,"spp2","Syrphid spp."
190,1993,"HMK033","pollination","genus","slope",-0.142683459,"spp2","Syrphid spp."
190,1994,"HMK033","pollination","genus","slope",-0.142683459,"spp2","Syrphid spp."
190,1995,"HMK033","pollination","genus","slope",-0.142683459,"spp2","Syrphid spp."
190,1996,"HMK033","pollination","genus","slope",-0.142683459,"spp2","Syrphid spp."
190,1997,"HMK033","pollination","genus","slope",-0.142683459,"spp2","Syrphid spp."
190,1998,"HMK033","pollination","genus","slope",-0.142683459,"spp2","Syrphid spp."
190,1999,"HMK033","pollination","genus","slope",-0.142683459,"spp2","Syrphid spp."
190,2000,"HMK033","pollination","genus","slope",-0.142683459,"spp2","Syrphid spp."
190,2001,"HMK033","pollination","genus","slope",-0.142683459,"spp2","Syrphid spp."
190,2003,"HMK033","pollination","genus","slope",-0.142683459,"spp2","Syrphid spp."
190,2004,"HMK033","pollination","genus","slope",-0.142683459,"spp2","Syrphid spp."
190,2005,"HMK033","pollination","genus","slope",-0.142683459,"spp2","Syrphid spp."
190,2006,"HMK033","pollination","genus","slope",-0.142683459,"spp2","Syrphid spp."
190,2007,"HMK033","pollination","genus","slope",-0.142683459,"spp2","Syrphid spp."
190,2008,"HMK033","pollination","genus","slope",-0.142683459,"spp2","Syrphid spp."
190,2009,"HMK033","pollination","genus","slope",-0.142683459,"spp2","Syrphid spp."
190,2010,"HMK033","pollination","genus","slope",-0.142683459,"spp2","Syrphid spp."
190,2011,"HMK033","pollination","genus","slope",-0.142683459,"spp2","Syrphid spp."
191,1974,"HMK034","herbivory","genus","slope",-0.451139031,"spp2","Cyclops vicinus"
191,1975,"HMK034","herbivory","genus","slope",-0.451139031,"spp2","Cyclops vicinus"
191,1977,"HMK034","herbivory","genus","slope",-0.451139031,"spp2","Cyclops vicinus"
191,1978,"HMK034","herbivory","genus","slope",-0.451139031,"spp2","Cyclops vicinus"
191,1980,"HMK034","herbivory","genus","slope",-0.451139031,"spp2","Cyclops vicinus"
191,1981,"HMK034","herbivory","genus","slope",-0.451139031,"spp2","Cyclops vicinus"
191,1983,"HMK034","herbivory","genus","slope",-0.451139031,"spp2","Cyclops vicinus"
191,1984,"HMK034","herbivory","genus","slope",-0.451139031,"spp2","Cyclops vicinus"
191,1986,"HMK034","herbivory","genus","slope",-0.451139031,"spp2","Cyclops vicinus"
191,1988,"HMK034","herbivory","genus","slope",-0.451139031,"spp2","Cyclops vicinus"
191,1991,"HMK034","herbivory","genus","slope",-0.451139031,"spp2","Cyclops vicinus"
191,1992,"HMK034","herbivory","genus","slope",-0.451139031,"spp2","Cyclops vicinus"
191,1993,"HMK034","herbivory","genus","slope",-0.451139031,"spp2","Cyclops vicinus"
191,1994,"HMK034","herbivory","genus","slope",-0.451139031,"spp2","Cyclops vicinus"
192,1951,"HMK035","predation","spp","slope",-0.635875616,"spp2","Mnemiopsis2 leidyi"
192,1973,"HMK035","predation","spp","slope",-0.635875616,"spp2","Mnemiopsis2 leidyi"
192,1976,"HMK035","predation","spp","slope",-0.635875616,"spp2","Mnemiopsis2 leidyi"
192,2000,"HMK035","predation","spp","slope",-0.635875616,"spp2","Mnemiopsis2 leidyi"
