,studyid,intid,int_type,spp,year,species,phenovalue,phenofreq,short_site,terrestrial
2498,HMK048,220,predation,spp1,1992,Caterpillar2 spp.,57.1622,weekly,netherlands,terrestrial
2499,HMK048,220,predation,spp1,1993,Caterpillar2 spp.,45,weekly,netherlands,terrestrial
2500,HMK048,220,predation,spp1,1994,Caterpillar2 spp.,49.3919,weekly,netherlands,terrestrial
2501,HMK048,220,predation,spp1,1995,Caterpillar2 spp.,51.7568,weekly,netherlands,terrestrial
2502,HMK048,220,predation,spp1,1996,Caterpillar2 spp.,60.8784,weekly,netherlands,terrestrial
2503,HMK048,220,predation,spp1,1997,Caterpillar2 spp.,51.4189,weekly,netherlands,terrestrial
2504,HMK048,220,predation,spp1,1998,Caterpillar2 spp.,45.6757,weekly,netherlands,terrestrial
2505,HMK048,220,predation,spp1,1999,Caterpillar2 spp.,44.3243,weekly,netherlands,terrestrial
2506,HMK048,220,predation,spp1,2000,Caterpillar2 spp.,40.2703,weekly,netherlands,terrestrial
2507,HMK048,220,predation,spp1,2001,Caterpillar2 spp.,50.0676,weekly,netherlands,terrestrial
2508,HMK048,220,predation,spp1,2002,Caterpillar2 spp.,49.7297,weekly,netherlands,terrestrial
2509,HMK048,220,predation,spp1,2003,Caterpillar2 spp.,45.3378,weekly,netherlands,terrestrial
2510,HMK048,220,predation,spp1,2004,Caterpillar2 spp.,46.3514,weekly,netherlands,terrestrial
2511,HMK048,220,predation,spp1,2005,Caterpillar2 spp.,42.973,weekly,netherlands,terrestrial
2512,HMK048,221,predation,spp1,1985,Caterpillar2 spp.,60.2027,weekly,netherlands,terrestrial
2513,HMK048,221,predation,spp1,1986,Caterpillar2 spp.,65.2703,weekly,netherlands,terrestrial
2514,HMK048,221,predation,spp1,1987,Caterpillar2 spp.,61.8919,weekly,netherlands,terrestrial
2515,HMK048,221,predation,spp1,1988,Caterpillar2 spp.,49.0541,weekly,netherlands,terrestrial
2516,HMK048,221,predation,spp1,1989,Caterpillar2 spp.,50.0676,weekly,netherlands,terrestrial
2517,HMK048,221,predation,spp1,1990,Caterpillar2 spp.,50.7432,weekly,netherlands,terrestrial
2518,HMK048,221,predation,spp1,1992,Caterpillar2 spp.,57.1622,weekly,netherlands,terrestrial
2519,HMK048,221,predation,spp1,1993,Caterpillar2 spp.,45,weekly,netherlands,terrestrial
2520,HMK048,221,predation,spp1,1994,Caterpillar2 spp.,49.3919,weekly,netherlands,terrestrial
2521,HMK048,221,predation,spp1,1995,Caterpillar2 spp.,51.7568,weekly,netherlands,terrestrial
2522,HMK048,221,predation,spp1,1996,Caterpillar2 spp.,60.8784,weekly,netherlands,terrestrial
2523,HMK048,221,predation,spp1,1997,Caterpillar2 spp.,51.4189,weekly,netherlands,terrestrial
2524,HMK048,221,predation,spp1,1998,Caterpillar2 spp.,45.6757,weekly,netherlands,terrestrial
2525,HMK048,221,predation,spp1,1999,Caterpillar2 spp.,44.3243,weekly,netherlands,terrestrial
2526,HMK048,221,predation,spp1,2000,Caterpillar2 spp.,40.2703,weekly,netherlands,terrestrial
2527,HMK048,221,predation,spp1,2001,Caterpillar2 spp.,50.0676,weekly,netherlands,terrestrial
2528,HMK048,221,predation,spp1,2002,Caterpillar2 spp.,49.7297,weekly,netherlands,terrestrial
2529,HMK048,221,predation,spp1,2003,Caterpillar2 spp.,45.3378,weekly,netherlands,terrestrial
2530,HMK048,221,predation,spp1,2004,Caterpillar2 spp.,46.3514,weekly,netherlands,terrestrial
2531,HMK048,221,predation,spp1,2005,Caterpillar2 spp.,42.973,weekly,netherlands,terrestrial
2532,HMK048,222,herbivory,spp1,1988,Quercus3 robur,33.2699,weekly,netherlands,terrestrial
2533,HMK048,222,herbivory,spp1,1989,Quercus3 robur,25.5849,weekly,netherlands,terrestrial
2534,HMK048,222,herbivory,spp1,1990,Quercus3 robur,27.8998,weekly,netherlands,terrestrial
2535,HMK048,222,herbivory,spp1,1992,Quercus3 robur,40.8691,weekly,netherlands,terrestrial
2536,HMK048,222,herbivory,spp1,1993,Quercus3 robur,25.1861,weekly,netherlands,terrestrial
2537,HMK048,222,herbivory,spp1,1994,Quercus3 robur,30.1677,weekly,netherlands,terrestrial
2538,HMK048,222,herbivory,spp1,1995,Quercus3 robur,29.82,weekly,netherlands,terrestrial
2539,HMK048,222,herbivory,spp1,1996,Quercus3 robur,38.135,weekly,netherlands,terrestrial
2540,HMK048,222,herbivory,spp1,1997,Quercus3 robur,35.1186,weekly,netherlands,terrestrial
2541,HMK048,222,herbivory,spp1,1998,Quercus3 robur,30.4356,weekly,netherlands,terrestrial
2542,HMK048,222,herbivory,spp1,1999,Quercus3 robur,26.4192,weekly,netherlands,terrestrial
2543,HMK048,222,herbivory,spp1,2000,Quercus3 robur,29.0695,weekly,netherlands,terrestrial
2544,HMK048,222,herbivory,spp1,2001,Quercus3 robur,37.0532,weekly,netherlands,terrestrial
2545,HMK048,222,herbivory,spp1,2002,Quercus3 robur,30.3701,weekly,netherlands,terrestrial
2546,HMK048,222,herbivory,spp1,2003,Quercus3 robur,26.3538,weekly,netherlands,terrestrial
2547,HMK048,222,herbivory,spp1,2004,Quercus3 robur,25.3374,weekly,netherlands,terrestrial
2548,HMK048,222,herbivory,spp1,2005,Quercus3 robur,26.319,weekly,netherlands,terrestrial
2549,HMK048,214,predation,spp2,1985,Accipiter nisus,85.0816,weekly,netherlands,terrestrial
2550,HMK048,214,predation,spp2,1986,Accipiter nisus,84.4399,weekly,netherlands,terrestrial
2551,HMK048,214,predation,spp2,1987,Accipiter nisus,81.1664,weekly,netherlands,terrestrial
2552,HMK048,214,predation,spp2,1988,Accipiter nisus,80.5268,weekly,netherlands,terrestrial
2553,HMK048,214,predation,spp2,1989,Accipiter nisus,74.2925,weekly,netherlands,terrestrial
2554,HMK048,214,predation,spp2,1990,Accipiter nisus,79.5703,weekly,netherlands,terrestrial
2555,HMK048,214,predation,spp2,1992,Accipiter nisus,79.2758,weekly,netherlands,terrestrial
2556,HMK048,214,predation,spp2,1996,Accipiter nisus,82.3036,weekly,netherlands,terrestrial
2557,HMK048,214,predation,spp2,1997,Accipiter nisus,79.6861,weekly,netherlands,terrestrial
2558,HMK048,214,predation,spp2,1998,Accipiter nisus,81.3492,weekly,netherlands,terrestrial
2559,HMK048,214,predation,spp2,1999,Accipiter nisus,78.4026,weekly,netherlands,terrestrial
2560,HMK048,214,predation,spp2,2000,Accipiter nisus,80.3948,weekly,netherlands,terrestrial
2561,HMK048,214,predation,spp2,2001,Accipiter nisus,82.7138,weekly,netherlands,terrestrial
2562,HMK048,214,predation,spp2,2002,Accipiter nisus,85.3619,weekly,netherlands,terrestrial
2563,HMK048,214,predation,spp2,2003,Accipiter nisus,87.683,weekly,netherlands,terrestrial
2564,HMK048,214,predation,spp2,2004,Accipiter nisus,81.4487,weekly,netherlands,terrestrial
2565,HMK048,215,predation,spp2,1985,Accipiter nisus,85.0816,weekly,netherlands,terrestrial
2566,HMK048,215,predation,spp2,1986,Accipiter nisus,84.4399,weekly,netherlands,terrestrial
2567,HMK048,215,predation,spp2,1987,Accipiter nisus,81.1664,weekly,netherlands,terrestrial
2568,HMK048,215,predation,spp2,1988,Accipiter nisus,80.5268,weekly,netherlands,terrestrial
2569,HMK048,215,predation,spp2,1989,Accipiter nisus,74.2925,weekly,netherlands,terrestrial
2570,HMK048,215,predation,spp2,1990,Accipiter nisus,79.5703,weekly,netherlands,terrestrial
2571,HMK048,215,predation,spp2,1992,Accipiter nisus,79.2758,weekly,netherlands,terrestrial
2572,HMK048,215,predation,spp2,1996,Accipiter nisus,82.3036,weekly,netherlands,terrestrial
2573,HMK048,215,predation,spp2,1997,Accipiter nisus,79.6861,weekly,netherlands,terrestrial
2574,HMK048,215,predation,spp2,1998,Accipiter nisus,81.3492,weekly,netherlands,terrestrial
2575,HMK048,215,predation,spp2,1999,Accipiter nisus,78.4026,weekly,netherlands,terrestrial
2576,HMK048,215,predation,spp2,2000,Accipiter nisus,80.3948,weekly,netherlands,terrestrial
2577,HMK048,215,predation,spp2,2001,Accipiter nisus,82.7138,weekly,netherlands,terrestrial
2578,HMK048,215,predation,spp2,2002,Accipiter nisus,85.3619,weekly,netherlands,terrestrial
2579,HMK048,215,predation,spp2,2003,Accipiter nisus,87.683,weekly,netherlands,terrestrial
2580,HMK048,215,predation,spp2,2004,Accipiter nisus,81.4487,weekly,netherlands,terrestrial
2581,HMK048,216,predation,spp2,1985,Accipiter nisus,85.0816,weekly,netherlands,terrestrial
2582,HMK048,216,predation,spp2,1986,Accipiter nisus,84.4399,weekly,netherlands,terrestrial
2583,HMK048,216,predation,spp2,1987,Accipiter nisus,81.1664,weekly,netherlands,terrestrial
2584,HMK048,216,predation,spp2,1988,Accipiter nisus,80.5268,weekly,netherlands,terrestrial
2585,HMK048,216,predation,spp2,1989,Accipiter nisus,74.2925,weekly,netherlands,terrestrial
2586,HMK048,216,predation,spp2,1990,Accipiter nisus,79.5703,weekly,netherlands,terrestrial
2587,HMK048,216,predation,spp2,1992,Accipiter nisus,79.2758,weekly,netherlands,terrestrial
2588,HMK048,216,predation,spp2,1996,Accipiter nisus,82.3036,weekly,netherlands,terrestrial
2589,HMK048,216,predation,spp2,1997,Accipiter nisus,79.6861,weekly,netherlands,terrestrial
2590,HMK048,216,predation,spp2,1998,Accipiter nisus,81.3492,weekly,netherlands,terrestrial
2591,HMK048,216,predation,spp2,1999,Accipiter nisus,78.4026,weekly,netherlands,terrestrial
2592,HMK048,216,predation,spp2,2000,Accipiter nisus,80.3948,weekly,netherlands,terrestrial
2593,HMK048,216,predation,spp2,2001,Accipiter nisus,82.7138,weekly,netherlands,terrestrial
2594,HMK048,216,predation,spp2,2002,Accipiter nisus,85.3619,weekly,netherlands,terrestrial
2595,HMK048,216,predation,spp2,2003,Accipiter nisus,87.683,weekly,netherlands,terrestrial
2596,HMK048,216,predation,spp2,2004,Accipiter nisus,81.4487,weekly,netherlands,terrestrial
2597,HMK048,217,predation,spp2,1985,Accipiter nisus,85.0816,weekly,netherlands,terrestrial
2598,HMK048,217,predation,spp2,1986,Accipiter nisus,84.4399,weekly,netherlands,terrestrial
2599,HMK048,217,predation,spp2,1987,Accipiter nisus,81.1664,weekly,netherlands,terrestrial
2600,HMK048,217,predation,spp2,1988,Accipiter nisus,80.5268,weekly,netherlands,terrestrial
2601,HMK048,217,predation,spp2,1989,Accipiter nisus,74.2925,weekly,netherlands,terrestrial
2602,HMK048,217,predation,spp2,1990,Accipiter nisus,79.5703,weekly,netherlands,terrestrial
2603,HMK048,217,predation,spp2,1992,Accipiter nisus,79.2758,weekly,netherlands,terrestrial
2604,HMK048,217,predation,spp2,1996,Accipiter nisus,82.3036,weekly,netherlands,terrestrial
2605,HMK048,217,predation,spp2,1997,Accipiter nisus,79.6861,weekly,netherlands,terrestrial
2606,HMK048,217,predation,spp2,1998,Accipiter nisus,81.3492,weekly,netherlands,terrestrial
2607,HMK048,217,predation,spp2,1999,Accipiter nisus,78.4026,weekly,netherlands,terrestrial
2608,HMK048,217,predation,spp2,2000,Accipiter nisus,80.3948,weekly,netherlands,terrestrial
2609,HMK048,217,predation,spp2,2001,Accipiter nisus,82.7138,weekly,netherlands,terrestrial
2610,HMK048,217,predation,spp2,2002,Accipiter nisus,85.3619,weekly,netherlands,terrestrial
2611,HMK048,217,predation,spp2,2003,Accipiter nisus,87.683,weekly,netherlands,terrestrial
2612,HMK048,217,predation,spp2,2004,Accipiter nisus,81.4487,weekly,netherlands,terrestrial
2613,HMK048,218,predation,spp2,1985,Ficedula hypoleuca,62.126,weekly,netherlands,terrestrial
2614,HMK048,218,predation,spp2,1986,Ficedula hypoleuca,59.7638,weekly,netherlands,terrestrial
2615,HMK048,218,predation,spp2,1987,Ficedula hypoleuca,60.9449,weekly,netherlands,terrestrial
2616,HMK048,218,predation,spp2,1988,Ficedula hypoleuca,59.3701,weekly,netherlands,terrestrial
2617,HMK048,218,predation,spp2,1989,Ficedula hypoleuca,62.9134,weekly,netherlands,terrestrial
2618,HMK048,218,predation,spp2,1990,Ficedula hypoleuca,57.0079,weekly,netherlands,terrestrial
2619,HMK048,218,predation,spp2,1992,Ficedula hypoleuca,55.8268,weekly,netherlands,terrestrial
2620,HMK048,218,predation,spp2,1993,Ficedula hypoleuca,54.6457,weekly,netherlands,terrestrial
2621,HMK048,218,predation,spp2,1994,Ficedula hypoleuca,56.2205,weekly,netherlands,terrestrial
2622,HMK048,218,predation,spp2,1996,Ficedula hypoleuca,58.189,weekly,netherlands,terrestrial
2623,HMK048,218,predation,spp2,1997,Ficedula hypoleuca,54.6457,weekly,netherlands,terrestrial
2624,HMK048,218,predation,spp2,1998,Ficedula hypoleuca,53.8583,weekly,netherlands,terrestrial
2625,HMK048,218,predation,spp2,1999,Ficedula hypoleuca,55.0394,weekly,netherlands,terrestrial
2626,HMK048,218,predation,spp2,2000,Ficedula hypoleuca,49.9213,weekly,netherlands,terrestrial
2627,HMK048,218,predation,spp2,2001,Ficedula hypoleuca,57.0079,weekly,netherlands,terrestrial
2628,HMK048,218,predation,spp2,2002,Ficedula hypoleuca,55.0394,weekly,netherlands,terrestrial
2629,HMK048,218,predation,spp2,2003,Ficedula hypoleuca,49.9213,weekly,netherlands,terrestrial
2630,HMK048,218,predation,spp2,2004,Ficedula hypoleuca,53.0709,weekly,netherlands,terrestrial
2631,HMK048,218,predation,spp2,2005,Ficedula hypoleuca,53.8583,weekly,netherlands,terrestrial
2632,HMK048,219,predation,spp2,1985,Parus ater,40.6349,weekly,netherlands,terrestrial
2633,HMK048,219,predation,spp2,1986,Parus ater,50.9524,weekly,netherlands,terrestrial
2634,HMK048,219,predation,spp2,1987,Parus ater,41.0317,weekly,netherlands,terrestrial
2635,HMK048,219,predation,spp2,1988,Parus ater,39.0476,weekly,netherlands,terrestrial
2636,HMK048,219,predation,spp2,1989,Parus ater,33.4921,weekly,netherlands,terrestrial
2637,HMK048,219,predation,spp2,1990,Parus ater,27.5397,weekly,netherlands,terrestrial
2638,HMK048,219,predation,spp2,1992,Parus ater,34.2857,weekly,netherlands,terrestrial
2639,HMK048,219,predation,spp2,1993,Parus ater,31.5079,weekly,netherlands,terrestrial
2640,HMK048,219,predation,spp2,1994,Parus ater,38.254,weekly,netherlands,terrestrial
2641,HMK048,219,predation,spp2,1995,Parus ater,39.0476,weekly,netherlands,terrestrial
2642,HMK048,219,predation,spp2,1996,Parus ater,44.2063,weekly,netherlands,terrestrial
2643,HMK048,219,predation,spp2,1997,Parus ater,30.7143,weekly,netherlands,terrestrial
2644,HMK048,219,predation,spp2,1998,Parus ater,33.8889,weekly,netherlands,terrestrial
2645,HMK048,219,predation,spp2,1999,Parus ater,34.6825,weekly,netherlands,terrestrial
2646,HMK048,219,predation,spp2,2000,Parus ater,27.5397,weekly,netherlands,terrestrial
2647,HMK048,219,predation,spp2,2001,Parus ater,41.8254,weekly,netherlands,terrestrial
2648,HMK048,219,predation,spp2,2002,Parus ater,33.4921,weekly,netherlands,terrestrial
2649,HMK048,219,predation,spp2,2003,Parus ater,35.0794,weekly,netherlands,terrestrial
2650,HMK048,219,predation,spp2,2004,Parus ater,35.4762,weekly,netherlands,terrestrial
2651,HMK048,219,predation,spp2,2005,Parus ater,31.9048,weekly,netherlands,terrestrial
2652,HMK048,220,predation,spp2,1985,Parus2 caeruleus,51.8275,weekly,netherlands,terrestrial
2653,HMK048,220,predation,spp2,1986,Parus2 caeruleus,58.0211,weekly,netherlands,terrestrial
2654,HMK048,220,predation,spp2,1987,Parus2 caeruleus,48.6836,weekly,netherlands,terrestrial
2655,HMK048,220,predation,spp2,1988,Parus2 caeruleus,49.0491,weekly,netherlands,terrestrial
2656,HMK048,220,predation,spp2,1989,Parus2 caeruleus,45.1485,weekly,netherlands,terrestrial
2657,HMK048,220,predation,spp2,1990,Parus2 caeruleus,38.9149,weekly,netherlands,terrestrial
2658,HMK048,220,predation,spp2,1992,Parus2 caeruleus,45.0885,weekly,netherlands,terrestrial
2659,HMK048,220,predation,spp2,1993,Parus2 caeruleus,44.6802,weekly,netherlands,terrestrial
2660,HMK048,220,predation,spp2,1994,Parus2 caeruleus,45.8252,weekly,netherlands,terrestrial
2661,HMK048,220,predation,spp2,1995,Parus2 caeruleus,46.9703,weekly,netherlands,terrestrial
2662,HMK048,220,predation,spp2,1996,Parus2 caeruleus,49.6716,weekly,netherlands,terrestrial
2663,HMK048,220,predation,spp2,1997,Parus2 caeruleus,44.9943,weekly,netherlands,terrestrial
2664,HMK048,220,predation,spp2,1998,Parus2 caeruleus,44.9714,weekly,netherlands,terrestrial
2665,HMK048,220,predation,spp2,1999,Parus2 caeruleus,42.6214,weekly,netherlands,terrestrial
2666,HMK048,220,predation,spp2,2000,Parus2 caeruleus,41.0508,weekly,netherlands,terrestrial
2667,HMK048,220,predation,spp2,2001,Parus2 caeruleus,48.0183,weekly,netherlands,terrestrial
2668,HMK048,220,predation,spp2,2002,Parus2 caeruleus,42.9497,weekly,netherlands,terrestrial
2669,HMK048,220,predation,spp2,2003,Parus2 caeruleus,40.9909,weekly,netherlands,terrestrial
2670,HMK048,220,predation,spp2,2004,Parus2 caeruleus,41.7476,weekly,netherlands,terrestrial
2671,HMK048,220,predation,spp2,2005,Parus2 caeruleus,38.2324,weekly,netherlands,terrestrial
2672,HMK048,221,predation,spp2,1985,Parus4 major,46.155,weekly,netherlands,terrestrial
2673,HMK048,221,predation,spp2,1986,Parus4 major,55.8982,weekly,netherlands,terrestrial
2674,HMK048,221,predation,spp2,1987,Parus4 major,45.3316,weekly,netherlands,terrestrial
2675,HMK048,221,predation,spp2,1988,Parus4 major,48.4397,weekly,netherlands,terrestrial
2676,HMK048,221,predation,spp2,1989,Parus4 major,44.9016,weekly,netherlands,terrestrial
2677,HMK048,221,predation,spp2,1990,Parus4 major,41.757,weekly,netherlands,terrestrial
2678,HMK048,221,predation,spp2,1992,Parus4 major,40.5486,weekly,netherlands,terrestrial
2679,HMK048,221,predation,spp2,1993,Parus4 major,45.9976,weekly,netherlands,terrestrial
2680,HMK048,221,predation,spp2,1994,Parus4 major,43.6314,weekly,netherlands,terrestrial
2681,HMK048,221,predation,spp2,1995,Parus4 major,48.302,weekly,netherlands,terrestrial
2682,HMK048,221,predation,spp2,1996,Parus4 major,48.2852,weekly,netherlands,terrestrial
2683,HMK048,221,predation,spp2,1997,Parus4 major,42.0127,weekly,netherlands,terrestrial
2684,HMK048,221,predation,spp2,1998,Parus4 major,43.5527,weekly,netherlands,terrestrial
2685,HMK048,221,predation,spp2,1999,Parus4 major,41.5799,weekly,netherlands,terrestrial
2686,HMK048,221,predation,spp2,2000,Parus4 major,38.8315,weekly,netherlands,terrestrial
2687,HMK048,221,predation,spp2,2001,Parus4 major,50.1371,weekly,netherlands,terrestrial
2688,HMK048,221,predation,spp2,2002,Parus4 major,43.8675,weekly,netherlands,terrestrial
2689,HMK048,221,predation,spp2,2003,Parus4 major,41.1134,weekly,netherlands,terrestrial
2690,HMK048,221,predation,spp2,2004,Parus4 major,41.4816,weekly,netherlands,terrestrial
2691,HMK048,221,predation,spp2,2005,Parus4 major,36.3894,weekly,netherlands,terrestrial
2692,HMK048,222,herbivory,spp2,1988,Caterpillar2 spp.,49.0541,weekly,netherlands,terrestrial
2693,HMK048,222,herbivory,spp2,1989,Caterpillar2 spp.,50.0676,weekly,netherlands,terrestrial
2694,HMK048,222,herbivory,spp2,1990,Caterpillar2 spp.,50.7432,weekly,netherlands,terrestrial
2695,HMK048,222,herbivory,spp2,1992,Caterpillar2 spp.,57.1622,weekly,netherlands,terrestrial
2696,HMK048,222,herbivory,spp2,1993,Caterpillar2 spp.,45,weekly,netherlands,terrestrial
2697,HMK048,222,herbivory,spp2,1994,Caterpillar2 spp.,49.3919,weekly,netherlands,terrestrial
2698,HMK048,222,herbivory,spp2,1995,Caterpillar2 spp.,51.7568,weekly,netherlands,terrestrial
2699,HMK048,222,herbivory,spp2,1996,Caterpillar2 spp.,60.8784,weekly,netherlands,terrestrial
2700,HMK048,222,herbivory,spp2,1997,Caterpillar2 spp.,51.4189,weekly,netherlands,terrestrial
2701,HMK048,222,herbivory,spp2,1998,Caterpillar2 spp.,45.6757,weekly,netherlands,terrestrial
2702,HMK048,222,herbivory,spp2,1999,Caterpillar2 spp.,44.3243,weekly,netherlands,terrestrial
2703,HMK048,222,herbivory,spp2,2000,Caterpillar2 spp.,40.2703,weekly,netherlands,terrestrial
2704,HMK048,222,herbivory,spp2,2001,Caterpillar2 spp.,50.0676,weekly,netherlands,terrestrial
2705,HMK048,222,herbivory,spp2,2002,Caterpillar2 spp.,49.7297,weekly,netherlands,terrestrial
2706,HMK048,222,herbivory,spp2,2003,Caterpillar2 spp.,45.3378,weekly,netherlands,terrestrial
2707,HMK048,222,herbivory,spp2,2004,Caterpillar2 spp.,46.3514,weekly,netherlands,terrestrial
2708,HMK048,222,herbivory,spp2,2005,Caterpillar2 spp.,42.973,weekly,netherlands,terrestrial
2715,SET005,231,predation,spp1,1983,Ammodytes marinus,151.633,daily,northsea,aquatic
2716,SET005,231,predation,spp1,1984,Ammodytes marinus,140.454,daily,northsea,aquatic
2717,SET005,231,predation,spp1,1985,Ammodytes marinus,150.152,daily,northsea,aquatic
2718,SET005,231,predation,spp1,1986,Ammodytes marinus,165.8,daily,northsea,aquatic
2719,SET005,231,predation,spp1,1987,Ammodytes marinus,158.576,daily,northsea,aquatic
2720,SET005,231,predation,spp1,1988,Ammodytes marinus,162.641,daily,northsea,aquatic
2721,SET005,231,predation,spp1,1989,Ammodytes marinus,148.7,daily,northsea,aquatic
2722,SET005,231,predation,spp1,1990,Ammodytes marinus,146.432,daily,northsea,aquatic
2723,SET005,231,predation,spp1,1991,Ammodytes marinus,156.363,daily,northsea,aquatic
2724,SET005,231,predation,spp1,1992,Ammodytes marinus,154.716,daily,northsea,aquatic
2725,SET005,231,predation,spp1,1993,Ammodytes marinus,162.503,daily,northsea,aquatic
2726,SET005,231,predation,spp1,1994,Ammodytes marinus,165.191,daily,northsea,aquatic
2727,SET005,231,predation,spp1,1995,Ammodytes marinus,177.027,daily,northsea,aquatic
2728,SET005,231,predation,spp1,1996,Ammodytes marinus,162.036,daily,northsea,aquatic
2729,SET005,231,predation,spp1,1997,Ammodytes marinus,136.656,daily,northsea,aquatic
2730,SET005,231,predation,spp1,1998,Ammodytes marinus,171.366,daily,northsea,aquatic
2731,SET005,231,predation,spp1,1999,Ammodytes marinus,171.002,daily,northsea,aquatic
2732,SET005,231,predation,spp1,2000,Ammodytes marinus,144.576,daily,northsea,aquatic
2733,SET005,231,predation,spp1,2001,Ammodytes marinus,157.698,daily,northsea,aquatic
2734,SET005,231,predation,spp1,2002,Ammodytes marinus,160.767,daily,northsea,aquatic
2735,SET005,231,predation,spp1,2003,Ammodytes marinus,165.359,daily,northsea,aquatic
2736,SET005,231,predation,spp1,2004,Ammodytes marinus,215.182,daily,northsea,aquatic
2737,SET005,231,predation,spp1,2005,Ammodytes marinus,182.176,daily,northsea,aquatic
2738,SET005,231,predation,spp1,2006,Ammodytes marinus,187.913,daily,northsea,aquatic
2739,SET005,232,predation,spp1,1983,Ammodytes marinus,151.633,daily,northsea,aquatic
2740,SET005,232,predation,spp1,1984,Ammodytes marinus,140.454,daily,northsea,aquatic
2741,SET005,232,predation,spp1,1985,Ammodytes marinus,150.152,daily,northsea,aquatic
2742,SET005,232,predation,spp1,1986,Ammodytes marinus,165.8,daily,northsea,aquatic
2743,SET005,232,predation,spp1,1987,Ammodytes marinus,158.576,daily,northsea,aquatic
2744,SET005,232,predation,spp1,1988,Ammodytes marinus,162.641,daily,northsea,aquatic
2745,SET005,232,predation,spp1,1989,Ammodytes marinus,148.7,daily,northsea,aquatic
2746,SET005,232,predation,spp1,1990,Ammodytes marinus,146.432,daily,northsea,aquatic
2747,SET005,232,predation,spp1,1991,Ammodytes marinus,156.363,daily,northsea,aquatic
2748,SET005,232,predation,spp1,1992,Ammodytes marinus,154.716,daily,northsea,aquatic
2749,SET005,232,predation,spp1,1993,Ammodytes marinus,162.503,daily,northsea,aquatic
2750,SET005,232,predation,spp1,1994,Ammodytes marinus,165.191,daily,northsea,aquatic
2751,SET005,232,predation,spp1,1995,Ammodytes marinus,177.027,daily,northsea,aquatic
2752,SET005,232,predation,spp1,1996,Ammodytes marinus,162.036,daily,northsea,aquatic
2753,SET005,232,predation,spp1,1997,Ammodytes marinus,136.656,daily,northsea,aquatic
2754,SET005,232,predation,spp1,1998,Ammodytes marinus,171.366,daily,northsea,aquatic
2755,SET005,232,predation,spp1,1999,Ammodytes marinus,171.002,daily,northsea,aquatic
2756,SET005,232,predation,spp1,2000,Ammodytes marinus,144.576,daily,northsea,aquatic
2757,SET005,232,predation,spp1,2001,Ammodytes marinus,157.698,daily,northsea,aquatic
2758,SET005,232,predation,spp1,2002,Ammodytes marinus,160.767,daily,northsea,aquatic
2759,SET005,232,predation,spp1,2003,Ammodytes marinus,165.359,daily,northsea,aquatic
2760,SET005,232,predation,spp1,2004,Ammodytes marinus,215.182,daily,northsea,aquatic
2761,SET005,232,predation,spp1,2005,Ammodytes marinus,182.176,daily,northsea,aquatic
2762,SET005,232,predation,spp1,2006,Ammodytes marinus,187.913,daily,northsea,aquatic
2763,SET005,233,predation,spp1,1983,Ammodytes marinus,151.633,daily,northsea,aquatic
2764,SET005,233,predation,spp1,1984,Ammodytes marinus,140.454,daily,northsea,aquatic
2765,SET005,233,predation,spp1,1985,Ammodytes marinus,150.152,daily,northsea,aquatic
2766,SET005,233,predation,spp1,1986,Ammodytes marinus,165.8,daily,northsea,aquatic
2767,SET005,233,predation,spp1,1987,Ammodytes marinus,158.576,daily,northsea,aquatic
2768,SET005,233,predation,spp1,1988,Ammodytes marinus,162.641,daily,northsea,aquatic
2769,SET005,233,predation,spp1,1989,Ammodytes marinus,148.7,daily,northsea,aquatic
2770,SET005,233,predation,spp1,1990,Ammodytes marinus,146.432,daily,northsea,aquatic
2771,SET005,233,predation,spp1,1991,Ammodytes marinus,156.363,daily,northsea,aquatic
2772,SET005,233,predation,spp1,1992,Ammodytes marinus,154.716,daily,northsea,aquatic
2773,SET005,233,predation,spp1,1993,Ammodytes marinus,162.503,daily,northsea,aquatic
2774,SET005,233,predation,spp1,1994,Ammodytes marinus,165.191,daily,northsea,aquatic
2775,SET005,233,predation,spp1,1995,Ammodytes marinus,177.027,daily,northsea,aquatic
2776,SET005,233,predation,spp1,1996,Ammodytes marinus,162.036,daily,northsea,aquatic
2777,SET005,233,predation,spp1,1997,Ammodytes marinus,136.656,daily,northsea,aquatic
2778,SET005,233,predation,spp1,1998,Ammodytes marinus,171.366,daily,northsea,aquatic
2779,SET005,233,predation,spp1,1999,Ammodytes marinus,171.002,daily,northsea,aquatic
2780,SET005,233,predation,spp1,2000,Ammodytes marinus,144.576,daily,northsea,aquatic
2781,SET005,233,predation,spp1,2001,Ammodytes marinus,157.698,daily,northsea,aquatic
2782,SET005,233,predation,spp1,2002,Ammodytes marinus,160.767,daily,northsea,aquatic
2783,SET005,233,predation,spp1,2003,Ammodytes marinus,165.359,daily,northsea,aquatic
2784,SET005,233,predation,spp1,2004,Ammodytes marinus,215.182,daily,northsea,aquatic
2785,SET005,233,predation,spp1,2005,Ammodytes marinus,182.176,daily,northsea,aquatic
2786,SET005,233,predation,spp1,2006,Ammodytes marinus,187.913,daily,northsea,aquatic
2787,SET005,234,predation,spp1,1983,Ammodytes marinus,151.633,daily,northsea,aquatic
2788,SET005,234,predation,spp1,1984,Ammodytes marinus,140.454,daily,northsea,aquatic
2789,SET005,234,predation,spp1,1985,Ammodytes marinus,150.152,daily,northsea,aquatic
2790,SET005,234,predation,spp1,1986,Ammodytes marinus,165.8,daily,northsea,aquatic
