studyid,intid,X,year,spp1,spp2,interaction,taxatype,neg_phenovalue,neg_slope,pos_phenovalue,pos_slope,phenodiff,phenofreq,intxn,length,minyear
HMK048,215,1384,1997,Parus_a ater,Accipiter nisus,predation,spp,30.7143,-0.353305682,79.6861,0.10175892,-48.9718,weekly,Parus ater Accipiter nisus predation,16,1985
HMK048,215,1385,1998,Parus_a ater,Accipiter nisus,predation,spp,33.8889,-0.353305682,81.3492,0.10175892,-47.4603,weekly,Parus ater Accipiter nisus predation,16,1985
HMK048,215,1386,1999,Parus_a ater,Accipiter nisus,predation,spp,34.6825,-0.353305682,78.4026,0.10175892,-43.7201,weekly,Parus ater Accipiter nisus predation,16,1985
HMK048,215,1387,2000,Parus_a ater,Accipiter nisus,predation,spp,27.5397,-0.353305682,80.3948,0.10175892,-52.8551,weekly,Parus ater Accipiter nisus predation,16,1985
HMK048,215,1388,2001,Parus_a ater,Accipiter nisus,predation,spp,41.8254,-0.353305682,82.7138,0.10175892,-40.8884,weekly,Parus ater Accipiter nisus predation,16,1985
HMK048,215,1389,2002,Parus_a ater,Accipiter nisus,predation,spp,33.4921,-0.353305682,85.3619,0.10175892,-51.8698,weekly,Parus ater Accipiter nisus predation,16,1985
HMK048,215,1390,2003,Parus_a ater,Accipiter nisus,predation,spp,35.0794,-0.353305682,87.683,0.10175892,-52.6036,weekly,Parus ater Accipiter nisus predation,16,1985
HMK048,215,1391,2004,Parus_a ater,Accipiter nisus,predation,spp,35.4762,-0.353305682,81.4487,0.10175892,-45.9725,weekly,Parus ater Accipiter nisus predation,16,1985
HMK048,216,1393,1985,Parus2a caeruleus,Accipiter nisus,predation,spp,51.8275,-0.485972066,85.0816,0.10175892,-33.2541,weekly,Parus2 caeruleus Accipiter nisus predation,16,1985
HMK048,216,1394,1986,Parus2a caeruleus,Accipiter nisus,predation,spp,58.0211,-0.485972066,84.4399,0.10175892,-26.4188,weekly,Parus2 caeruleus Accipiter nisus predation,16,1985
HMK048,216,1395,1987,Parus2a caeruleus,Accipiter nisus,predation,spp,48.6836,-0.485972066,81.1664,0.10175892,-32.4828,weekly,Parus2 caeruleus Accipiter nisus predation,16,1985
HMK048,216,1396,1988,Parus2a caeruleus,Accipiter nisus,predation,spp,49.0491,-0.485972066,80.5268,0.10175892,-31.4777,weekly,Parus2 caeruleus Accipiter nisus predation,16,1985
HMK048,216,1397,1989,Parus2a caeruleus,Accipiter nisus,predation,spp,45.1485,-0.485972066,74.2925,0.10175892,-29.144,weekly,Parus2 caeruleus Accipiter nisus predation,16,1985
HMK048,216,1398,1990,Parus2a caeruleus,Accipiter nisus,predation,spp,38.9149,-0.485972066,79.5703,0.10175892,-40.6554,weekly,Parus2 caeruleus Accipiter nisus predation,16,1985
HMK048,216,1399,1992,Parus2a caeruleus,Accipiter nisus,predation,spp,45.0885,-0.485972066,79.2758,0.10175892,-34.1873,weekly,Parus2 caeruleus Accipiter nisus predation,16,1985
HMK048,216,1403,1996,Parus2a caeruleus,Accipiter nisus,predation,spp,49.6716,-0.485972066,82.3036,0.10175892,-32.632,weekly,Parus2 caeruleus Accipiter nisus predation,16,1985
HMK048,216,1404,1997,Parus2a caeruleus,Accipiter nisus,predation,spp,44.9943,-0.485972066,79.6861,0.10175892,-34.6918,weekly,Parus2 caeruleus Accipiter nisus predation,16,1985
HMK048,216,1405,1998,Parus2a caeruleus,Accipiter nisus,predation,spp,44.9714,-0.485972066,81.3492,0.10175892,-36.3778,weekly,Parus2 caeruleus Accipiter nisus predation,16,1985
HMK048,216,1406,1999,Parus2a caeruleus,Accipiter nisus,predation,spp,42.6214,-0.485972066,78.4026,0.10175892,-35.7812,weekly,Parus2 caeruleus Accipiter nisus predation,16,1985
HMK048,216,1407,2000,Parus2a caeruleus,Accipiter nisus,predation,spp,41.0508,-0.485972066,80.3948,0.10175892,-39.344,weekly,Parus2 caeruleus Accipiter nisus predation,16,1985
HMK048,216,1408,2001,Parus2a caeruleus,Accipiter nisus,predation,spp,48.0183,-0.485972066,82.7138,0.10175892,-34.6955,weekly,Parus2 caeruleus Accipiter nisus predation,16,1985
HMK048,216,1409,2002,Parus2a caeruleus,Accipiter nisus,predation,spp,42.9497,-0.485972066,85.3619,0.10175892,-42.4122,weekly,Parus2 caeruleus Accipiter nisus predation,16,1985
HMK048,216,1410,2003,Parus2a caeruleus,Accipiter nisus,predation,spp,40.9909,-0.485972066,87.683,0.10175892,-46.6921,weekly,Parus2 caeruleus Accipiter nisus predation,16,1985
HMK048,216,1411,2004,Parus2a caeruleus,Accipiter nisus,predation,spp,41.7476,-0.485972066,81.4487,0.10175892,-39.7011,weekly,Parus2 caeruleus Accipiter nisus predation,16,1985
HMK048,217,1413,1985,Parus4b major,Accipiter nisus,predation,spp,46.155,-0.374399549,85.0816,0.10175892,-38.9266,weekly,Parus4 major Accipiter nisus predation,16,1985
HMK048,217,1414,1986,Parus4b major,Accipiter nisus,predation,spp,55.8982,-0.374399549,84.4399,0.10175892,-28.5417,weekly,Parus4 major Accipiter nisus predation,16,1985
HMK048,217,1415,1987,Parus4b major,Accipiter nisus,predation,spp,45.3316,-0.374399549,81.1664,0.10175892,-35.8348,weekly,Parus4 major Accipiter nisus predation,16,1985
HMK048,217,1416,1988,Parus4b major,Accipiter nisus,predation,spp,48.4397,-0.374399549,80.5268,0.10175892,-32.0871,weekly,Parus4 major Accipiter nisus predation,16,1985
HMK048,217,1417,1989,Parus4b major,Accipiter nisus,predation,spp,44.9016,-0.374399549,74.2925,0.10175892,-29.3909,weekly,Parus4 major Accipiter nisus predation,16,1985
HMK048,217,1418,1990,Parus4b major,Accipiter nisus,predation,spp,41.757,-0.374399549,79.5703,0.10175892,-37.8133,weekly,Parus4 major Accipiter nisus predation,16,1985
HMK048,217,1419,1992,Parus4b major,Accipiter nisus,predation,spp,40.5486,-0.374399549,79.2758,0.10175892,-38.7272,weekly,Parus4 major Accipiter nisus predation,16,1985
HMK048,217,1423,1996,Parus4b major,Accipiter nisus,predation,spp,48.2852,-0.374399549,82.3036,0.10175892,-34.0184,weekly,Parus4 major Accipiter nisus predation,16,1985
HMK048,217,1424,1997,Parus4b major,Accipiter nisus,predation,spp,42.0127,-0.374399549,79.6861,0.10175892,-37.6734,weekly,Parus4 major Accipiter nisus predation,16,1985
HMK048,217,1425,1998,Parus4b major,Accipiter nisus,predation,spp,43.5527,-0.374399549,81.3492,0.10175892,-37.7965,weekly,Parus4 major Accipiter nisus predation,16,1985
HMK048,217,1426,1999,Parus4b major,Accipiter nisus,predation,spp,41.5799,-0.374399549,78.4026,0.10175892,-36.8227,weekly,Parus4 major Accipiter nisus predation,16,1985
HMK048,217,1427,2000,Parus4b major,Accipiter nisus,predation,spp,38.8315,-0.374399549,80.3948,0.10175892,-41.5633,weekly,Parus4 major Accipiter nisus predation,16,1985
HMK048,217,1428,2001,Parus4b major,Accipiter nisus,predation,spp,50.1371,-0.374399549,82.7138,0.10175892,-32.5767,weekly,Parus4 major Accipiter nisus predation,16,1985
HMK048,217,1429,2002,Parus4b major,Accipiter nisus,predation,spp,43.8675,-0.374399549,85.3619,0.10175892,-41.4944,weekly,Parus4 major Accipiter nisus predation,16,1985
HMK048,217,1430,2003,Parus4b major,Accipiter nisus,predation,spp,41.1134,-0.374399549,87.683,0.10175892,-46.5696,weekly,Parus4 major Accipiter nisus predation,16,1985
HMK048,217,1431,2004,Parus4b major,Accipiter nisus,predation,spp,41.4816,-0.374399549,81.4487,0.10175892,-39.9671,weekly,Parus4 major Accipiter nisus predation,16,1985
HMK048,218,1433,1985,Caterpillar2a spp.,Ficedula hypoleuca,predation,genus,60.2027,-0.742149177,62.126,-0.453016366,-1.9233,weekly,Caterpillar2 spp. Ficedula hypoleuca predation,19,1985
HMK048,218,1434,1986,Caterpillar2a spp.,Ficedula hypoleuca,predation,genus,65.2703,-0.742149177,59.7638,-0.453016366,5.5065,weekly,Caterpillar2 spp. Ficedula hypoleuca predation,19,1985
HMK048,218,1435,1987,Caterpillar2a spp.,Ficedula hypoleuca,predation,genus,61.8919,-0.742149177,60.9449,-0.453016366,0.947,weekly,Caterpillar2 spp. Ficedula hypoleuca predation,19,1985
HMK048,218,1436,1988,Caterpillar2a spp.,Ficedula hypoleuca,predation,genus,49.0541,-0.742149177,59.3701,-0.453016366,-10.316,weekly,Caterpillar2 spp. Ficedula hypoleuca predation,19,1985
HMK048,218,1437,1989,Caterpillar2a spp.,Ficedula hypoleuca,predation,genus,50.0676,-0.742149177,62.9134,-0.453016366,-12.8458,weekly,Caterpillar2 spp. Ficedula hypoleuca predation,19,1985
HMK048,218,1438,1990,Caterpillar2a spp.,Ficedula hypoleuca,predation,genus,50.7432,-0.742149177,57.0079,-0.453016366,-6.2647,weekly,Caterpillar2 spp. Ficedula hypoleuca predation,19,1985
HMK048,218,1439,1992,Caterpillar2a spp.,Ficedula hypoleuca,predation,genus,57.1622,-0.742149177,55.8268,-0.453016366,1.3354,weekly,Caterpillar2 spp. Ficedula hypoleuca predation,19,1985
HMK048,218,1440,1993,Caterpillar2a spp.,Ficedula hypoleuca,predation,genus,45,-0.742149177,54.6457,-0.453016366,-9.6457,weekly,Caterpillar2 spp. Ficedula hypoleuca predation,19,1985
HMK048,218,1441,1994,Caterpillar2a spp.,Ficedula hypoleuca,predation,genus,49.3919,-0.742149177,56.2205,-0.453016366,-6.8286,weekly,Caterpillar2 spp. Ficedula hypoleuca predation,19,1985
HMK048,218,1443,1996,Caterpillar2a spp.,Ficedula hypoleuca,predation,genus,60.8784,-0.742149177,58.189,-0.453016366,2.6894,weekly,Caterpillar2 spp. Ficedula hypoleuca predation,19,1985
HMK048,218,1444,1997,Caterpillar2a spp.,Ficedula hypoleuca,predation,genus,51.4189,-0.742149177,54.6457,-0.453016366,-3.2268,weekly,Caterpillar2 spp. Ficedula hypoleuca predation,19,1985
HMK048,218,1445,1998,Caterpillar2a spp.,Ficedula hypoleuca,predation,genus,45.6757,-0.742149177,53.8583,-0.453016366,-8.1826,weekly,Caterpillar2 spp. Ficedula hypoleuca predation,19,1985
HMK048,218,1446,1999,Caterpillar2a spp.,Ficedula hypoleuca,predation,genus,44.3243,-0.742149177,55.0394,-0.453016366,-10.7151,weekly,Caterpillar2 spp. Ficedula hypoleuca predation,19,1985
HMK048,218,1447,2000,Caterpillar2a spp.,Ficedula hypoleuca,predation,genus,40.2703,-0.742149177,49.9213,-0.453016366,-9.651,weekly,Caterpillar2 spp. Ficedula hypoleuca predation,19,1985
HMK048,218,1448,2001,Caterpillar2a spp.,Ficedula hypoleuca,predation,genus,50.0676,-0.742149177,57.0079,-0.453016366,-6.9403,weekly,Caterpillar2 spp. Ficedula hypoleuca predation,19,1985
HMK048,218,1449,2002,Caterpillar2a spp.,Ficedula hypoleuca,predation,genus,49.7297,-0.742149177,55.0394,-0.453016366,-5.3097,weekly,Caterpillar2 spp. Ficedula hypoleuca predation,19,1985
HMK048,218,1450,2003,Caterpillar2a spp.,Ficedula hypoleuca,predation,genus,45.3378,-0.742149177,49.9213,-0.453016366,-4.5835,weekly,Caterpillar2 spp. Ficedula hypoleuca predation,19,1985
HMK048,218,1451,2004,Caterpillar2a spp.,Ficedula hypoleuca,predation,genus,46.3514,-0.742149177,53.0709,-0.453016366,-6.7195,weekly,Caterpillar2 spp. Ficedula hypoleuca predation,19,1985
HMK048,218,1452,2005,Caterpillar2a spp.,Ficedula hypoleuca,predation,genus,42.973,-0.742149177,53.8583,-0.453016366,-10.8853,weekly,Caterpillar2 spp. Ficedula hypoleuca predation,19,1985
HMK048,219,1453,1985,Caterpillar2b spp.,Parus ater,predation,genus,60.2027,-0.742149177,40.6349,-0.353305682,19.5678,weekly,Caterpillar2 spp. Parus ater predation,20,1985
HMK048,219,1454,1986,Caterpillar2b spp.,Parus ater,predation,genus,65.2703,-0.742149177,50.9524,-0.353305682,14.3179,weekly,Caterpillar2 spp. Parus ater predation,20,1985
HMK048,219,1455,1987,Caterpillar2b spp.,Parus ater,predation,genus,61.8919,-0.742149177,41.0317,-0.353305682,20.8602,weekly,Caterpillar2 spp. Parus ater predation,20,1985
HMK048,219,1456,1988,Caterpillar2b spp.,Parus ater,predation,genus,49.0541,-0.742149177,39.0476,-0.353305682,10.0065,weekly,Caterpillar2 spp. Parus ater predation,20,1985
HMK048,219,1457,1989,Caterpillar2b spp.,Parus ater,predation,genus,50.0676,-0.742149177,33.4921,-0.353305682,16.5755,weekly,Caterpillar2 spp. Parus ater predation,20,1985
HMK048,219,1458,1990,Caterpillar2b spp.,Parus ater,predation,genus,50.7432,-0.742149177,27.5397,-0.353305682,23.2035,weekly,Caterpillar2 spp. Parus ater predation,20,1985
HMK048,219,1459,1992,Caterpillar2b spp.,Parus ater,predation,genus,57.1622,-0.742149177,34.2857,-0.353305682,22.8765,weekly,Caterpillar2 spp. Parus ater predation,20,1985
HMK048,219,1460,1993,Caterpillar2b spp.,Parus ater,predation,genus,45,-0.742149177,31.5079,-0.353305682,13.4921,weekly,Caterpillar2 spp. Parus ater predation,20,1985
HMK048,219,1461,1994,Caterpillar2b spp.,Parus ater,predation,genus,49.3919,-0.742149177,38.254,-0.353305682,11.1379,weekly,Caterpillar2 spp. Parus ater predation,20,1985
HMK048,219,1462,1995,Caterpillar2b spp.,Parus ater,predation,genus,51.7568,-0.742149177,39.0476,-0.353305682,12.7092,weekly,Caterpillar2 spp. Parus ater predation,20,1985
HMK048,219,1463,1996,Caterpillar2b spp.,Parus ater,predation,genus,60.8784,-0.742149177,44.2063,-0.353305682,16.6721,weekly,Caterpillar2 spp. Parus ater predation,20,1985
HMK048,219,1464,1997,Caterpillar2b spp.,Parus ater,predation,genus,51.4189,-0.742149177,30.7143,-0.353305682,20.7046,weekly,Caterpillar2 spp. Parus ater predation,20,1985
HMK048,219,1465,1998,Caterpillar2b spp.,Parus ater,predation,genus,45.6757,-0.742149177,33.8889,-0.353305682,11.7868,weekly,Caterpillar2 spp. Parus ater predation,20,1985
HMK048,219,1466,1999,Caterpillar2b spp.,Parus ater,predation,genus,44.3243,-0.742149177,34.6825,-0.353305682,9.6418,weekly,Caterpillar2 spp. Parus ater predation,20,1985
HMK048,219,1467,2000,Caterpillar2b spp.,Parus ater,predation,genus,40.2703,-0.742149177,27.5397,-0.353305682,12.7306,weekly,Caterpillar2 spp. Parus ater predation,20,1985
HMK048,219,1468,2001,Caterpillar2b spp.,Parus ater,predation,genus,50.0676,-0.742149177,41.8254,-0.353305682,8.2422,weekly,Caterpillar2 spp. Parus ater predation,20,1985
HMK048,219,1469,2002,Caterpillar2b spp.,Parus ater,predation,genus,49.7297,-0.742149177,33.4921,-0.353305682,16.2376,weekly,Caterpillar2 spp. Parus ater predation,20,1985
HMK048,219,1470,2003,Caterpillar2b spp.,Parus ater,predation,genus,45.3378,-0.742149177,35.0794,-0.353305682,10.2584,weekly,Caterpillar2 spp. Parus ater predation,20,1985
HMK048,219,1471,2004,Caterpillar2b spp.,Parus ater,predation,genus,46.3514,-0.742149177,35.4762,-0.353305682,10.8752,weekly,Caterpillar2 spp. Parus ater predation,20,1985
HMK048,219,1472,2005,Caterpillar2b spp.,Parus ater,predation,genus,42.973,-0.742149177,31.9048,-0.353305682,11.0682,weekly,Caterpillar2 spp. Parus ater predation,20,1985
HMK048,220,1473,1985,Caterpillar2c spp.,Parus2b caeruleus,predation,genus,60.2027,-0.742149177,51.8275,-0.485972066,8.3752,weekly,Caterpillar2 spp. Parus2 caeruleus predation,20,1985
HMK048,220,1474,1986,Caterpillar2c spp.,Parus2b caeruleus,predation,genus,65.2703,-0.742149177,58.0211,-0.485972066,7.2492,weekly,Caterpillar2 spp. Parus2 caeruleus predation,20,1985
HMK048,220,1475,1987,Caterpillar2c spp.,Parus2b caeruleus,predation,genus,61.8919,-0.742149177,48.6836,-0.485972066,13.2083,weekly,Caterpillar2 spp. Parus2 caeruleus predation,20,1985
HMK048,220,1476,1988,Caterpillar2c spp.,Parus2b caeruleus,predation,genus,49.0541,-0.742149177,49.0491,-0.485972066,0.005,weekly,Caterpillar2 spp. Parus2 caeruleus predation,20,1985
HMK048,220,1477,1989,Caterpillar2c spp.,Parus2b caeruleus,predation,genus,50.0676,-0.742149177,45.1485,-0.485972066,4.9191,weekly,Caterpillar2 spp. Parus2 caeruleus predation,20,1985
HMK048,220,1478,1990,Caterpillar2c spp.,Parus2b caeruleus,predation,genus,50.7432,-0.742149177,38.9149,-0.485972066,11.8283,weekly,Caterpillar2 spp. Parus2 caeruleus predation,20,1985
HMK048,220,1479,1992,Caterpillar2c spp.,Parus2b caeruleus,predation,genus,57.1622,-0.742149177,45.0885,-0.485972066,12.0737,weekly,Caterpillar2 spp. Parus2 caeruleus predation,20,1985
HMK048,220,1480,1993,Caterpillar2c spp.,Parus2b caeruleus,predation,genus,45,-0.742149177,44.6802,-0.485972066,0.3198,weekly,Caterpillar2 spp. Parus2 caeruleus predation,20,1985
HMK048,220,1481,1994,Caterpillar2c spp.,Parus2b caeruleus,predation,genus,49.3919,-0.742149177,45.8252,-0.485972066,3.5667,weekly,Caterpillar2 spp. Parus2 caeruleus predation,20,1985
HMK048,220,1482,1995,Caterpillar2c spp.,Parus2b caeruleus,predation,genus,51.7568,-0.742149177,46.9703,-0.485972066,4.7865,weekly,Caterpillar2 spp. Parus2 caeruleus predation,20,1985
HMK048,220,1483,1996,Caterpillar2c spp.,Parus2b caeruleus,predation,genus,60.8784,-0.742149177,49.6716,-0.485972066,11.2068,weekly,Caterpillar2 spp. Parus2 caeruleus predation,20,1985
HMK048,220,1484,1997,Caterpillar2c spp.,Parus2b caeruleus,predation,genus,51.4189,-0.742149177,44.9943,-0.485972066,6.4246,weekly,Caterpillar2 spp. Parus2 caeruleus predation,20,1985
HMK048,220,1485,1998,Caterpillar2c spp.,Parus2b caeruleus,predation,genus,45.6757,-0.742149177,44.9714,-0.485972066,0.7043,weekly,Caterpillar2 spp. Parus2 caeruleus predation,20,1985
HMK048,220,1486,1999,Caterpillar2c spp.,Parus2b caeruleus,predation,genus,44.3243,-0.742149177,42.6214,-0.485972066,1.7029,weekly,Caterpillar2 spp. Parus2 caeruleus predation,20,1985
HMK048,220,1487,2000,Caterpillar2c spp.,Parus2b caeruleus,predation,genus,40.2703,-0.742149177,41.0508,-0.485972066,-0.7805,weekly,Caterpillar2 spp. Parus2 caeruleus predation,20,1985
HMK048,220,1488,2001,Caterpillar2c spp.,Parus2b caeruleus,predation,genus,50.0676,-0.742149177,48.0183,-0.485972066,2.0493,weekly,Caterpillar2 spp. Parus2 caeruleus predation,20,1985
HMK048,220,1489,2002,Caterpillar2c spp.,Parus2b caeruleus,predation,genus,49.7297,-0.742149177,42.9497,-0.485972066,6.78,weekly,Caterpillar2 spp. Parus2 caeruleus predation,20,1985
HMK048,220,1490,2003,Caterpillar2c spp.,Parus2b caeruleus,predation,genus,45.3378,-0.742149177,40.9909,-0.485972066,4.3469,weekly,Caterpillar2 spp. Parus2 caeruleus predation,20,1985
HMK048,220,1491,2004,Caterpillar2c spp.,Parus2b caeruleus,predation,genus,46.3514,-0.742149177,41.7476,-0.485972066,4.6038,weekly,Caterpillar2 spp. Parus2 caeruleus predation,20,1985
HMK048,220,1492,2005,Caterpillar2c spp.,Parus2b caeruleus,predation,genus,42.973,-0.742149177,38.2324,-0.485972066,4.7406,weekly,Caterpillar2 spp. Parus2 caeruleus predation,20,1985
HMK048,221,1732,1985,Caterpillar2d spp.,Parus4a major,predation,genus,60.2027,-9999,46.155,-9999,-9999,weekly,Caterpillar2d spp. Parus4a major predation,20,1985
HMK048,221,1733,1986,Caterpillar2d spp.,Parus4a major,predation,genus,65.2703,-9999,55.8982,-9999,-9999,weekly,Caterpillar2d spp. Parus4a major predation,20,1985
HMK048,221,1734,1987,Caterpillar2d spp.,Parus4a major,predation,genus,61.8919,-9999,45.3316,-9999,-9999,weekly,Caterpillar2d spp. Parus4a major predation,20,1985
HMK048,221,1735,1988,Caterpillar2d spp.,Parus4a major,predation,genus,49.0541,-9999,48.4397,-9999,-9999,weekly,Caterpillar2d spp. Parus4a major predation,20,1985
HMK048,221,1736,1989,Caterpillar2d spp.,Parus4a major,predation,genus,50.0676,-9999,44.9016,-9999,-9999,weekly,Caterpillar2d spp. Parus4a major predation,20,1985
HMK048,221,1737,1990,Caterpillar2d spp.,Parus4a major,predation,genus,50.7432,-9999,41.757,-9999,-9999,weekly,Caterpillar2d spp. Parus4a major predation,20,1985
HMK048,221,1738,1992,Caterpillar2d spp.,Parus4a major,predation,genus,57.1622,-9999,40.5486,-9999,-9999,weekly,Caterpillar2d spp. Parus4a major predation,20,1985
HMK048,221,1739,1993,Caterpillar2d spp.,Parus4a major,predation,genus,45,-9999,45.9976,-9999,-9999,weekly,Caterpillar2d spp. Parus4a major predation,20,1985
HMK048,221,1740,1994,Caterpillar2d spp.,Parus4a major,predation,genus,49.3919,-9999,43.6314,-9999,-9999,weekly,Caterpillar2d spp. Parus4a major predation,20,1985
HMK048,221,1741,1995,Caterpillar2d spp.,Parus4a major,predation,genus,51.7568,-9999,48.302,-9999,-9999,weekly,Caterpillar2d spp. Parus4a major predation,20,1985
HMK048,221,1742,1996,Caterpillar2d spp.,Parus4a major,predation,genus,60.8784,-9999,48.2852,-9999,-9999,weekly,Caterpillar2d spp. Parus4a major predation,20,1985
HMK048,221,1743,1997,Caterpillar2d spp.,Parus4a major,predation,genus,51.4189,-9999,42.0127,-9999,-9999,weekly,Caterpillar2d spp. Parus4a major predation,20,1985
HMK048,221,1744,1998,Caterpillar2d spp.,Parus4a major,predation,genus,45.6757,-9999,43.5527,-9999,-9999,weekly,Caterpillar2d spp. Parus4a major predation,20,1985
HMK048,221,1745,1999,Caterpillar2d spp.,Parus4a major,predation,genus,44.3243,-9999,41.5799,-9999,-9999,weekly,Caterpillar2d spp. Parus4a major predation,20,1985
HMK048,221,1746,2000,Caterpillar2d spp.,Parus4a major,predation,genus,40.2703,-9999,38.8315,-9999,-9999,weekly,Caterpillar2d spp. Parus4a major predation,20,1985
HMK048,221,1747,2001,Caterpillar2d spp.,Parus4a major,predation,genus,50.0676,-9999,50.1371,-9999,-9999,weekly,Caterpillar2d spp. Parus4a major predation,20,1985
HMK048,221,1748,2002,Caterpillar2d spp.,Parus4a major,predation,genus,49.7297,-9999,43.8675,-9999,-9999,weekly,Caterpillar2d spp. Parus4a major predation,20,1985
HMK048,221,1749,2003,Caterpillar2d spp.,Parus4a major,predation,genus,45.3378,-9999,41.1134,-9999,-9999,weekly,Caterpillar2d spp. Parus4a major predation,20,1985
HMK048,221,1750,2004,Caterpillar2d spp.,Parus4a major,predation,genus,46.3514,-9999,41.4816,-9999,-9999,weekly,Caterpillar2d spp. Parus4a major predation,20,1985
HMK048,221,1751,2005,Caterpillar2d spp.,Parus4a major,predation,genus,42.973,-9999,36.3894,-9999,-9999,weekly,Caterpillar2d spp. Parus4a major predation,20,1985
HMK048,222,1715,1988,Quercus3 robur,Caterpillar2 spp.,herbivory,genus,33.2699,-9999,49.0541,-9999,-9999,weekly,Quercus3 robur Caterpillar2 spp. herbivory,17,1988
HMK048,222,1716,1989,Quercus3 robur,Caterpillar2 spp.,herbivory,genus,25.5849,-9999,50.0676,-9999,-9999,weekly,Quercus3 robur Caterpillar2 spp. herbivory,17,1988
HMK048,222,1717,1990,Quercus3 robur,Caterpillar2 spp.,herbivory,genus,27.8998,-9999,50.7432,-9999,-9999,weekly,Quercus3 robur Caterpillar2 spp. herbivory,17,1988
HMK048,222,1718,1992,Quercus3 robur,Caterpillar2 spp.,herbivory,genus,40.8691,-9999,57.1622,-9999,-9999,weekly,Quercus3 robur Caterpillar2 spp. herbivory,17,1988
HMK048,222,1719,1993,Quercus3 robur,Caterpillar2 spp.,herbivory,genus,25.1861,-9999,45,-9999,-9999,weekly,Quercus3 robur Caterpillar2 spp. herbivory,17,1988
HMK048,222,1720,1994,Quercus3 robur,Caterpillar2 spp.,herbivory,genus,30.1677,-9999,49.3919,-9999,-9999,weekly,Quercus3 robur Caterpillar2 spp. herbivory,17,1988
HMK048,222,1721,1995,Quercus3 robur,Caterpillar2 spp.,herbivory,genus,29.82,-9999,51.7568,-9999,-9999,weekly,Quercus3 robur Caterpillar2 spp. herbivory,17,1988
HMK048,222,1722,1996,Quercus3 robur,Caterpillar2 spp.,herbivory,genus,38.135,-9999,60.8784,-9999,-9999,weekly,Quercus3 robur Caterpillar2 spp. herbivory,17,1988
HMK048,222,1723,1997,Quercus3 robur,Caterpillar2 spp.,herbivory,genus,35.1186,-9999,51.4189,-9999,-9999,weekly,Quercus3 robur Caterpillar2 spp. herbivory,17,1988
HMK048,222,1724,1998,Quercus3 robur,Caterpillar2 spp.,herbivory,genus,30.4356,-9999,45.6757,-9999,-9999,weekly,Quercus3 robur Caterpillar2 spp. herbivory,17,1988
HMK048,222,1725,1999,Quercus3 robur,Caterpillar2 spp.,herbivory,genus,26.4192,-9999,44.3243,-9999,-9999,weekly,Quercus3 robur Caterpillar2 spp. herbivory,17,1988
HMK048,222,1726,2000,Quercus3 robur,Caterpillar2 spp.,herbivory,genus,29.0695,-9999,40.2703,-9999,-9999,weekly,Quercus3 robur Caterpillar2 spp. herbivory,17,1988
HMK048,222,1727,2001,Quercus3 robur,Caterpillar2 spp.,herbivory,genus,37.0532,-9999,50.0676,-9999,-9999,weekly,Quercus3 robur Caterpillar2 spp. herbivory,17,1988
HMK048,222,1728,2002,Quercus3 robur,Caterpillar2 spp.,herbivory,genus,30.3701,-9999,49.7297,-9999,-9999,weekly,Quercus3 robur Caterpillar2 spp. herbivory,17,1988
HMK048,222,1729,2003,Quercus3 robur,Caterpillar2 spp.,herbivory,genus,26.3538,-9999,45.3378,-9999,-9999,weekly,Quercus3 robur Caterpillar2 spp. herbivory,17,1988
HMK048,222,1730,2004,Quercus3 robur,Caterpillar2 spp.,herbivory,genus,25.3374,-9999,46.3514,-9999,-9999,weekly,Quercus3 robur Caterpillar2 spp. herbivory,17,1988
HMK048,222,1731,2005,Quercus3 robur,Caterpillar2 spp.,herbivory,genus,26.319,-9999,42.973,-9999,-9999,weekly,Quercus3 robur Caterpillar2 spp. herbivory,17,1988
KJB003,230,1553,2002,Quercus ilex,Curculio elephas,predation,spp,246,-2,286,-10.5,-40,daily,Quercus ilex Curculio elephas predation,3,2002
KJB003,230,1554,2003,Quercus ilex,Curculio elephas,predation,spp,228,-2,256,-10.5,-28,daily,Quercus ilex Curculio elephas predation,3,2002
KJB003,230,1555,2004,Quercus ilex,Curculio elephas,predation,spp,242,-2,265,-10.5,-23,daily,Quercus ilex Curculio elephas predation,3,2002
SET005,231,1556,1983,Ammodytes marinus,Alca torda,predation,spp,151.633,1.351392609,176.5561,0.200621957,-24.9231,daily,Ammodytes marinus Alca torda predation,24,1983
SET005,231,1557,1984,Ammodytes marinus,Alca torda,predation,spp,140.454,1.351392609,175.8386,0.200621957,-35.3846,daily,Ammodytes marinus Alca torda predation,24,1983
SET005,231,1558,1985,Ammodytes marinus,Alca torda,predation,spp,150.152,1.351392609,173.5366,0.200621957,-23.3846,daily,Ammodytes marinus Alca torda predation,24,1983
SET005,231,1559,1986,Ammodytes marinus,Alca torda,predation,spp,165.8,1.351392609,178.1077,0.200621957,-12.3077,daily,Ammodytes marinus Alca torda predation,24,1983
SET005,231,1560,1987,Ammodytes marinus,Alca torda,predation,spp,158.576,1.351392609,173.6529,0.200621957,-15.0769,daily,Ammodytes marinus Alca torda predation,24,1983
SET005,231,1561,1988,Ammodytes marinus,Alca torda,predation,spp,162.641,1.351392609,172.4872,0.200621957,-9.8462,daily,Ammodytes marinus Alca torda predation,24,1983
